,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
118,Washington,M,20579.69157,0.0,No,Basic,Bachelor,2011-01-16,Unemployed,0.0,Suburban,Single,69,5.0,26,2,Personal Auto,Personal L3,Offer3,Call Center,566.673518,Four-Door Car,Medsize,A,east,January,2011-01-16
119,Oregon,M,8276.44416,0.0,No,Extended,High School or Below,2011-02-18,Unemployed,0.0,Suburban,Single,82,29.0,92,2,Personal Auto,Personal L2,Offer3,Branch,590.4,Four-Door Car,Medsize,A,north_west,February,2011-02-18
120,California,F,4014.332715,0.0,No,Extended,Master,2011-02-17,Employed,54054.0,Rural,Married,99,7.0,55,1,Personal Auto,Personal L2,Offer2,Branch,5.661684,Four-Door Car,Medsize,0,west_region,February,2011-02-17
121,Arizona,M,12989.81806,0.0,No,Basic,Bachelor,2011-02-24,Unemployed,0.0,Suburban,Single,65,16.0,3,2,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize,0,central,February,2011-02-24
122,California,F,15114.40241,1.0,Yes,Basic,High School or Below,2011-01-19,Medical Leave,28513.0,Suburban,Married,100,4.0,22,2,Corporate Auto,Corporate L2,Offer2,Call Center,480.0,SUV,Medsize,A,west_region,January,2011-01-19
123,Washington,F,4709.52218,0.0,No,Basic,High School or Below,2011-02-12,Unemployed,0.0,Suburban,Single,66,17.0,29,3,Personal Auto,Personal L1,Offer1,Agent,470.576119,Four-Door Car,Small,A,east,February,2011-02-12
124,Oregon,M,2452.977288,1.0,No,Basic,College,2011-02-14,Employed,79898.0,Urban,Married,62,5.0,86,1,Corporate Auto,Corporate L1,Offer4,Agent,271.606799,Four-Door Car,Medsize,0,north_west,February,2011-02-14
125,California,F,3919.366722,0.0,Yes,Extended,High School or Below,2011-01-05,Employed,66676.0,Suburban,Married,97,0.0,40,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,0,west_region,January,2011-01-05
126,0,M,4716.264294,1.0,0,Basic,High School or Below,2011-02-25,Employed,25746.0,Suburban,Married,61,0.0,84,3,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize,A,0,February,2011-02-25
127,Oregon,M,12332.51669,2.0,No,Basic,College,2011-02-28,Employed,85789.0,Rural,Married,105,18.0,54,2,Personal Auto,Personal L1,Offer1,Agent,122.302824,Sports Car,Medsize,0,north_west,February,2011-02-28
128,California,M,35862.99324,0.0,No,Extended,High School or Below,2011-02-26,Medical Leave,26376.0,Suburban,Divorced,121,7.0,19,2,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Small,0,west_region,February,2011-02-26
129,Oregon,M,2398.354197,0.0,No,Basic,College,2011-02-14,Disabled,14321.0,Suburban,Single,65,20.0,72,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medsize,A,north_west,February,2011-02-14
130,California,M,6005.847375,0.0,Yes,Extended,College,2011-02-23,Retired,13528.0,Suburban,Single,86,21.0,35,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,0,west_region,February,2011-02-23
131,0,F,6265.343299,1.0,0,Extended,Doctor,2011-01-13,Unemployed,0.0,Suburban,Married,84,18.0,25,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,0,0,January,2011-01-13
132,California,M,8013.895125,0.0,No,Basic,Bachelor,2011-01-17,Employed,65636.0,Suburban,Married,67,15.0,72,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medsize,0,west_region,January,2011-01-17
133,Washington,M,4979.079933,0.0,No,Basic,High School or Below,2011-01-29,Unemployed,0.0,Suburban,Single,71,17.0,57,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,0,east,January,2011-01-29
134,Arizona,F,4834.710493,4.0,Yes,Basic,College,2011-01-31,Employed,38713.0,Suburban,Divorced,66,31.0,69,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,central,January,2011-01-31
135,Nevada,M,3288.209809,1.0,No,Basic,College,2011-01-16,Unemployed,0.0,Suburban,Single,102,16.0,1,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,0,central,January,2011-01-16
136,Arizona,F,5525.470004,0.0,No,Basic,College,2011-02-01,Employed,64816.0,Suburban,Married,69,30.0,33,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,0,central,February,2011-02-01
137,Washington,F,9031.214859,0.0,Yes,Extended,Master,2011-02-23,Unemployed,0.0,Suburban,Single,122,15.0,47,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,A,east,February,2011-02-23
138,California,F,4620.390087,0.0,No,Extended,College,2011-02-26,Unemployed,0.0,Suburban,Single,130,11.0,0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize,A,west_region,February,2011-02-26
139,Washington,M,5552.596353,0.0,No,Basic,High School or Below,2011-02-27,Employed,50470.0,Suburban,Divorced,71,1.0,87,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,A,east,February,2011-02-27
140,Nevada,M,3842.028065,0.0,No,Premium,College,2011-01-19,Disabled,27906.0,Suburban,Divorced,102,5.0,57,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,0,central,January,2011-01-19
141,California,F,5093.379714,0.0,No,Basic,Bachelor,2011-01-06,Employed,91814.0,Urban,Married,63,30.0,99,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medsize,A,west_region,January,2011-01-06
142,Oregon,F,16794.31422,0.0,No,Basic,High School or Below,2011-02-24,Employed,38399.0,Urban,Married,106,12.0,6,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize,A,north_west,February,2011-02-24
143,Oregon,F,24278.10167,1.0,No,Extended,Master,2011-02-26,Retired,20983.0,Urban,Single,97,10.0,52,2,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medsize,A,north_west,February,2011-02-26
144,California,F,7462.926263,0.0,Yes,Extended,College,2011-01-28,Employed,70263.0,Rural,Married,93,30.0,66,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,A,west_region,January,2011-01-28
145,California,M,3735.838129,0.0,No,Basic,Bachelor,2011-01-04,Unemployed,0.0,Suburban,Single,110,3.0,16,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,0,west_region,January,2011-01-04
146,Oregon,F,2891.272351,0.0,No,Basic,Bachelor,2011-02-02,Employed,80590.0,Rural,Married,71,4.0,19,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,Small,A,north_west,February,2011-02-02
147,Washington,F,11981.98481,0.0,Yes,Basic,Master,2011-01-20,Retired,21514.0,Urban,Married,62,0.0,59,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,0,east,January,2011-01-20
148,California,M,2347.048112,1.0,No,Basic,College,2011-02-02,Employed,31617.0,Urban,Single,62,17.0,29,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,0,0,A,west_region,February,2011-02-02
149,Oregon,F,4282.947971,1.0,Yes,Basic,College,2011-02-26,Employed,40864.0,Rural,Married,109,16.0,70,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,0,north_west,February,2011-02-26
150,Arizona,F,5380.898636,0.0,Yes,Basic,College,2011-02-24,Employed,55350.0,Suburban,Married,67,0.0,13,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,0,central,February,2011-02-24
151,Oregon,F,5828.1822,0.0,No,Basic,College,2011-02-16,Employed,31364.0,Suburban,Married,74,28.0,47,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,0,north_west,February,2011-02-16
152,California,F,5048.051359,0.0,No,Extended,High School or Below,2011-02-17,Employed,34452.0,Suburban,Married,126,2.0,51,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A,west_region,February,2011-02-17
153,Oregon,F,7737.265103,1.0,No,Basic,College,2011-01-19,Employed,50296.0,Rural,Married,65,26.0,62,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medsize,A,north_west,January,2011-01-19
154,California,M,7950.178237,0.0,No,Basic,High School or Below,2011-01-21,Employed,26189.0,Suburban,Single,69,6.0,42,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,0,west_region,January,2011-01-21
155,0,F,4111.888285,0.0,0,Premium,College,2011-01-21,Employed,65085.0,Urban,Married,103,20.0,55,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize,A,0,January,2011-01-21
156,Washington,F,8007.399376,0.0,Yes,Basic,High School or Below,2011-01-02,Unemployed,0.0,Suburban,Divorced,112,12.0,93,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A,east,January,2011-01-02
157,Arizona,F,4873.436612,0.0,No,Extended,High School or Below,2011-01-05,Retired,18866.0,Suburban,Married,126,4.0,62,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,0,central,January,2011-01-05
158,Oregon,F,2252.416825,0.0,No,Basic,College,2011-01-29,Unemployed,0.0,Suburban,Single,65,13.0,84,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,0,north_west,January,2011-01-29
159,Oregon,F,4957.033603,0.0,No,Basic,College,2011-01-15,Employed,62803.0,Suburban,Married,62,16.0,12,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,A,north_west,January,2011-01-15
160,Oregon,F,2655.864573,0.0,No,Basic,High School or Below,2011-01-04,Employed,83460.0,Suburban,Divorced,66,20.0,18,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,0,north_west,January,2011-01-04
161,Washington,F,5898.733666,5.0,No,Extended,Bachelor,2011-02-17,Employed,53998.0,Suburban,Divorced,78,5.0,38,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize,A,east,February,2011-02-17
162,California,F,17723.76398,0.0,No,Extended,College,2011-02-18,Employed,25771.0,Suburban,Married,222,21.0,58,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize,0,west_region,February,2011-02-18
163,California,M,5108.038755,0.0,No,Basic,College,2011-01-09,Disabled,26784.0,Suburban,Married,67,14.0,82,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,0,0,0,west_region,January,2011-01-09
164,California,F,4517.908834,0.0,No,Basic,Bachelor,2011-02-09,Medical Leave,25261.0,Suburban,Married,118,31.0,9,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,0,west_region,February,2011-02-09
165,Arizona,F,5310.861767,1.0,No,Basic,College,2011-02-02,Unemployed,0.0,Suburban,Married,72,17.0,11,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A,central,February,2011-02-02
166,Nevada,F,2773.455358,0.0,No,Basic,High School or Below,2011-01-26,Employed,73478.0,Urban,Married,68,2.0,38,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medsize,A,central,January,2011-01-26
167,Arizona,F,5504.139033,0.0,Yes,Basic,Bachelor,2011-02-08,Unemployed,0.0,Suburban,Married,73,18.0,45,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,central,February,2011-02-08
168,0,M,6960.920371,0.0,0,Extended,College,2011-02-04,Employed,74487.0,Rural,Divorced,88,8.0,86,3,Personal Auto,Personal L1,Offer1,Call Center,16.711329,Four-Door Car,Medsize,0,0,February,2011-02-04
169,0,F,5010.37931,0.0,0,Basic,Bachelor,2011-01-19,Employed,64014.0,Urban,Single,63,15.0,27,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large,A,0,January,2011-01-19
170,Oregon,F,8488.561363,0.0,No,Basic,High School or Below,2011-01-04,Employed,80213.0,Suburban,Married,70,12.0,17,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize,0,north_west,January,2011-01-04
171,Washington,M,2471.528431,0.0,Yes,Basic,High School or Below,2011-01-15,Employed,95697.0,Rural,Married,61,16.0,55,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,A,east,January,2011-01-15
172,Oregon,F,5876.054314,0.0,No,Basic,College,2011-02-09,Employed,32848.0,Urban,Married,74,15.0,59,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize,0,north_west,February,2011-02-09
173,California,M,12313.16484,0.0,No,Premium,College,2011-01-17,Unemployed,0.0,Suburban,Single,116,7.0,57,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A,west_region,January,2011-01-17
174,Oregon,F,3982.180708,1.0,No,Extended,Doctor,2011-01-03,Employed,38500.0,Urban,Married,99,26.0,49,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,A,north_west,January,2011-01-03
175,California,F,8237.037945,0.0,No,Basic,Bachelor,2011-01-17,Medical Leave,23940.0,Suburban,Married,107,13.0,34,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A,west_region,January,2011-01-17
176,California,F,12487.58095,0.0,No,Premium,High School or Below,2011-01-11,Employed,31283.0,Suburban,Married,104,15.0,3,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,0,west_region,January,2011-01-11
177,Oregon,F,5366.779081,0.0,No,Basic,Doctor,2011-02-22,Unemployed,0.0,Urban,Married,70,5.0,29,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,0,north_west,February,2011-02-22
178,Arizona,F,2517.533581,0.0,No,Basic,College,2011-02-26,Unemployed,0.0,Rural,Married,69,15.0,71,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize,0,central,February,2011-02-26
179,California,F,5583.068307,1.0,No,Basic,High School or Below,2011-02-22,Employed,57925.0,Urban,Single,72,33.0,13,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medsize,0,west_region,February,2011-02-22
180,California,M,7356.559341,0.0,No,Extended,High School or Below,2011-01-09,Employed,81145.0,Urban,Married,92,34.0,92,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,A,west_region,January,2011-01-09
181,California,F,10144.3094,0.0,No,Extended,College,2011-01-29,Medical Leave,27231.0,Suburban,Married,88,0.0,7,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,0,west_region,January,2011-01-29
182,Oregon,F,8672.194272,0.0,No,Basic,College,2011-01-26,Employed,22547.0,Suburban,Divorced,112,7.0,60,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A,north_west,January,2011-01-26
183,California,M,2674.730716,0.0,Yes,Basic,College,2011-02-15,Employed,56342.0,Suburban,Single,69,12.0,89,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,0,west_region,February,2011-02-15
184,California,F,34611.37896,0.0,Yes,Basic,High School or Below,2011-01-14,Employed,20090.0,Suburban,Married,109,10.0,59,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,0,west_region,January,2011-01-14
185,California,M,8071.334962,0.0,No,Basic,Bachelor,2011-02-07,Employed,72149.0,Rural,Married,101,18.0,43,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medsize,A,west_region,February,2011-02-07
186,Nevada,M,2511.944048,0.0,No,Basic,College,2011-01-15,Medical Leave,17658.0,Suburban,Married,65,10.0,44,1,Personal Auto,Personal L3,Offer3,Web,312.0,0,0,A,central,January,2011-01-15
187,California,M,7255.714453,0.0,No,Extended,College,2011-01-05,Medical Leave,10710.0,Suburban,Married,94,12.0,33,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,0,west_region,January,2011-01-05
188,Arizona,M,14510.7505,0.0,No,Basic,High School or Below,2011-01-25,Employed,60120.0,Urban,Married,182,30.0,21,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize,A,central,January,2011-01-25
189,California,F,11009.13049,0.0,Yes,Premium,Bachelor,2011-01-24,Employed,51643.0,Suburban,Single,283,16.0,43,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,0,west_region,January,2011-01-24
190,0,F,21991.61598,0.0,0,Basic,College,2011-01-12,Employed,80807.0,Rural,Married,109,1.0,73,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,0,0,January,2011-01-12
191,Arizona,M,4633.336334,1.0,No,Basic,College,2011-01-15,Medical Leave,27132.0,Suburban,Single,63,32.0,59,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,central,January,2011-01-15
192,California,M,5272.518472,0.0,No,Basic,Doctor,2011-02-18,Employed,85607.0,Rural,Single,66,26.0,1,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,0,west_region,February,2011-02-18
193,Arizona,M,4340.086445,0.0,No,Basic,College,2011-01-06,Unemployed,0.0,Suburban,Single,62,22.0,39,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,0,central,January,2011-01-06
194,California,F,5488.931031,0.0,No,Basic,High School or Below,2011-02-17,Employed,33881.0,Rural,Married,68,11.0,83,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,A,west_region,February,2011-02-17
195,California,M,14228.23432,0.0,No,Extended,Bachelor,2011-01-16,Employed,31650.0,Suburban,Married,121,25.0,17,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A,west_region,January,2011-01-16
196,California,F,12840.43291,0.0,No,Extended,College,2011-02-03,Unemployed,0.0,Suburban,Single,90,1.0,94,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,0,west_region,February,2011-02-03
197,Arizona,M,2673.319593,0.0,No,Basic,Master,2011-02-13,Employed,28728.0,Suburban,Married,67,8.0,10,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A,central,February,2011-02-13
198,Oregon,F,5332.462694,0.0,Yes,Basic,Doctor,2011-02-22,Employed,68931.0,Urban,Married,66,32.0,30,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,A,north_west,February,2011-02-22
199,Arizona,F,10064.60828,2.0,No,Extended,High School or Below,2011-02-03,Employed,20440.0,Suburban,Married,128,11.0,54,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A,central,February,2011-02-03
200,Washington,M,8972.140307,0.0,No,Basic,Bachelor,2011-01-27,Employed,89689.0,Rural,Divorced,74,15.0,4,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large,A,east,January,2011-01-27
201,California,F,8197.197078,0.0,No,Basic,College,2011-01-06,Unemployed,0.0,Suburban,Married,110,27.0,87,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,0,west_region,January,2011-01-06
202,Oregon,F,3514.212939,0.0,No,Extended,Bachelor,2011-02-23,Employed,73643.0,Rural,Single,89,2.0,2,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,0,north_west,February,2011-02-23
203,California,F,4293.009593,0.0,No,Basic,College,2011-01-31,Unemployed,0.0,Suburban,Single,61,18.0,15,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A,west_region,January,2011-01-31
204,Arizona,M,3567.503755,0.0,Yes,Basic,Bachelor,2011-01-07,Unemployed,0.0,Suburban,Married,102,28.0,11,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,A,central,January,2011-01-07
205,Arizona,M,2580.849899,0.0,Yes,Basic,College,2011-02-09,Employed,46900.0,Suburban,Married,66,13.0,59,1,Personal Auto,Personal L2,Offer2,Web,316.8,0,0,A,central,February,2011-02-09
206,Nevada,M,46805.22306,1.0,No,Extended,High School or Below,2011-02-25,Employed,83006.0,Urban,Married,235,8.0,61,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury SUV,Small,0,central,February,2011-02-25
207,Washington,F,2666.976685,1.0,No,Basic,Bachelor,2011-02-08,Employed,79251.0,Suburban,Married,67,10.0,32,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,0,east,February,2011-02-08
208,California,M,13057.01188,0.0,No,Basic,College,2011-02-13,Unemployed,0.0,Suburban,Single,190,9.0,67,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,0,west_region,February,2011-02-13
209,California,F,5823.162917,0.0,No,Basic,High School or Below,2011-01-31,Employed,88359.0,Rural,Divorced,73,1.0,49,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize,A,west_region,January,2011-01-31
210,California,F,9536.338382,2.0,No,Extended,Bachelor,2011-01-07,Employed,62421.0,Suburban,Divorced,80,22.0,50,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,0,west_region,January,2011-01-07
211,Nevada,M,8107.26533,0.0,No,Extended,College,2011-01-23,Unemployed,0.0,Suburban,Married,76,0.0,91,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,0,central,January,2011-01-23
212,California,M,3484.141641,2.0,No,Extended,Bachelor,2011-01-10,Employed,34307.0,Rural,Divorced,92,33.0,62,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize,A,west_region,January,2011-01-10
213,Oregon,M,34039.05613,0.0,No,Basic,College,2011-01-28,Unemployed,0.0,Suburban,Divorced,104,26.0,66,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A,north_west,January,2011-01-28
214,Washington,F,7995.441263,2.0,No,Basic,High School or Below,2011-01-02,Employed,66685.0,Rural,Married,67,35.0,50,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,A,east,January,2011-01-02
